patcnty1,dsch_yr,disp1,Discharges
Calaveras,2021,Hospice_Care,75
Calaveras,2021,Left Against Medical Advice,88
Calaveras,2021,Not_Defined_Elsewhere,18
Calaveras,2021,Prison/Jail,1
Calaveras,2021,Psychiatric_Care,6
Calaveras,2021,Rehab,44
Calaveras,2021,Residential Care facility,11
Calaveras,2021,Routine (Home),2734
Calaveras,2021,Skilled Nursing/Intermediate Care (SN/IC),436
Calaveras,2022,Acute Care,197
Calaveras,2022,Died,135
Calaveras,2022,Home Health Service,681
Calaveras,2022,Hospice_Care,81
Calaveras,2022,Left Against Medical Advice,83
Calaveras,2022,Not_Defined_Elsewhere,9
Calaveras,2022,Prison/Jail,4
Calaveras,2022,Psychiatric_Care,13
Calaveras,2022,Rehab,52
Calaveras,2022,Residential Care facility,8
Calaveras,2022,Routine (Home),2739
Calaveras,2022,Skilled Nursing/Intermediate Care (SN/IC),523
Calaveras,2023,Acute Care,169
Calaveras,2023,Childrens_or_Cancer,1
Calaveras,2023,Died,138
Calaveras,2023,Home Health Service,692
Calaveras,2023,Hospice_Care,102
Calaveras,2023,Left Against Medical Advice,72
Calaveras,2023,Not_Defined_Elsewhere,5
Calaveras,2023,Other,3
Calaveras,2023,Prison/Jail,3
Calaveras,2023,Psychiatric_Care,9
Calaveras,2023,Rehab,66
Calaveras,2023,Residential Care facility,7
Calaveras,2023,Routine (Home),3034
Calaveras,2023,Skilled Nursing/Intermediate Care (SN/IC),582
Colusa,2012,Acute Care at another hospital,82
Colusa,2012,Acute Care within the admitting hospital,5
Colusa,2012,Died,46
Colusa,2012,Home Health Service,247
Colusa,2012,Left Against Medical Advice,14
Colusa,2012,Other,4
Colusa,2012,Other Care (not SN/IC) at another hospital,6
Colusa,2012,Other Care with the admitting hospital,13
Colusa,2012,Residential Care facility,7
Colusa,2012,Routine (Home),1707
Colusa,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,78
Colusa,2012,SN/IC at another facility,140
Colusa,2013,Acute Care at another hospital,75
Colusa,2013,Acute Care within the admitting hospital,6
Colusa,2013,Died,42
Colusa,2013,Home Health Service,247
Colusa,2013,Left Against Medical Advice,27
Colusa,2013,Other,6
Colusa,2013,Other Care (not SN/IC) at another hospital,4
Colusa,2013,Other Care with the admitting hospital,13
Colusa,2013,Residential Care facility,6
Colusa,2013,Routine (Home),1589
Colusa,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,58
Colusa,2013,SN/IC at another facility,136
Colusa,2014,Acute Care at another hospital,84
Colusa,2014,Acute Care within the admitting hospital,12
Colusa,2014,Died,32
Colusa,2014,Home Health Service,241
Colusa,2014,Left Against Medical Advice,30
Colusa,2014,Other,5
Colusa,2014,Other Care (not SN/IC) at another hospital,8
Colusa,2014,Other Care with the admitting hospital,9
Colusa,2014,Prison/Jail,4
Colusa,2014,Residential Care facility,2
Colusa,2014,Routine (Home),1547
Colusa,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,73
Colusa,2014,SN/IC at another facility,148
Colusa,2015,Acute Care,82
Colusa,2015,Childrens_or_Cancer,1
Colusa,2015,Died,44
Colusa,2015,Home Health Service,237
Colusa,2015,Hospice_Care,22
Colusa,2015,Invalid or Blank,1
Colusa,2015,Left Against Medical Advice,17
Colusa,2015,Not_Defined_Elsewhere,3
Colusa,2015,Prison/Jail,1
Colusa,2015,Psychiatric_Care,1
Colusa,2015,Rehab,19
Colusa,2015,Residential Care facility,1
Colusa,2015,Routine (Home),1508
Colusa,2015,Skilled Nursing/Intermediate Care (SN/IC),223
Colusa,2016,Acute Care,45
Colusa,2016,Critical Access Hospital,1
Colusa,2016,Died,44
Colusa,2016,Home Health Service,203
Colusa,2016,Hospice_Care,11
Colusa,2016,Left Against Medical Advice,22
Colusa,2016,Not_Defined_Elsewhere,8
Colusa,2016,Prison/Jail,2
Colusa,2016,Psychiatric_Care,3
Colusa,2016,Rehab,16
Colusa,2016,Residential Care facility,2
Colusa,2016,Routine (Home),1509
Colusa,2016,Skilled Nursing/Intermediate Care (SN/IC),186
Colusa,2017,Acute Care,34
Colusa,2017,Died,44
Colusa,2017,Home Health Service,206
Colusa,2017,Hospice_Care,17
Colusa,2017,Left Against Medical Advice,28
Colusa,2017,Not_Defined_Elsewhere,4
Colusa,2017,Psychiatric_Care,3
Colusa,2017,Rehab,17
Colusa,2017,Residential Care facility,4
Colusa,2017,Routine (Home),1517
Colusa,2017,Skilled Nursing/Intermediate Care (SN/IC),157
Colusa,2018,Acute Care,94
Colusa,2018,Childrens_or_Cancer,1
Colusa,2018,Died,49
Colusa,2018,Home Health Service,176
Colusa,2018,Hospice_Care,19
Colusa,2018,Left Against Medical Advice,33
Colusa,2018,Not_Defined_Elsewhere,1
Colusa,2018,Prison/Jail,6
Colusa,2018,Psychiatric_Care,3
Colusa,2018,Rehab,19
Colusa,2018,Residential Care facility,1
Colusa,2018,Routine (Home),1743
Colusa,2018,Skilled Nursing/Intermediate Care (SN/IC),222
Colusa,2019,Acute Care,82
Colusa,2019,Died,48
Colusa,2019,Home Health Service,183
Colusa,2019,Hospice_Care,20
Colusa,2019,Left Against Medical Advice,31
Colusa,2019,Not_Defined_Elsewhere,1
Colusa,2019,Prison/Jail,2
Colusa,2019,Psychiatric_Care,2
Colusa,2019,Rehab,17
Colusa,2019,Residential Care facility,1
Colusa,2019,Routine (Home),1716
Colusa,2019,Skilled Nursing/Intermediate Care (SN/IC),192
Colusa,2020,Acute Care,96
Colusa,2020,Critical Access Hospital,1
Colusa,2020,Died,50
Colusa,2020,Home Health Service,199
Colusa,2020,Hospice_Care,19
Colusa,2020,Left Against Medical Advice,38
Colusa,2020,Not_Defined_Elsewhere,2
Colusa,2020,Prison/Jail,3
Colusa,2020,Psychiatric_Care,3
Colusa,2020,Rehab,27
Colusa,2020,Residential Care facility,2
Colusa,2020,Routine (Home),1576
Colusa,2020,Skilled Nursing/Intermediate Care (SN/IC),156
Colusa,2021,Acute Care,74
Colusa,2021,Childrens_or_Cancer,2
Colusa,2021,Died,74
Colusa,2021,Home Health Service,201
Colusa,2021,Hospice_Care,14
Colusa,2021,Left Against Medical Advice,41
Colusa,2021,Not_Defined_Elsewhere,4
Colusa,2021,Prison/Jail,4
Colusa,2021,Psychiatric_Care,5
Colusa,2021,Rehab,27
Colusa,2021,Residential Care facility,12
Colusa,2021,Routine (Home),1619
Colusa,2021,Skilled Nursing/Intermediate Care (SN/IC),210
Colusa,2022,Acute Care,68
Colusa,2022,Critical Access Hospital,1
Colusa,2022,Died,56
Colusa,2022,Home Health Service,167
Colusa,2022,Hospice_Care,30
Colusa,2022,Left Against Medical Advice,35
Colusa,2022,Not_Defined_Elsewhere,2
Colusa,2022,Prison/Jail,3
Colusa,2022,Psychiatric_Care,2
Colusa,2022,Rehab,27
Colusa,2022,Residential Care facility,1
Colusa,2022,Routine (Home),1492
Colusa,2022,Skilled Nursing/Intermediate Care (SN/IC),224
Colusa,2023,Acute Care,83
Colusa,2023,Died,61
Colusa,2023,Home Health Service,219
Colusa,2023,Hospice_Care,30
Colusa,2023,Left Against Medical Advice,50
Colusa,2023,Not_Defined_Elsewhere,1
Colusa,2023,Other,1
Colusa,2023,Prison/Jail,1
Colusa,2023,Psychiatric_Care,4
Colusa,2023,Rehab,28
Colusa,2023,Residential Care facility,7
Colusa,2023,Routine (Home),1624
Colusa,2023,Skilled Nursing/Intermediate Care (SN/IC),195
Contra Costa,2012,Acute Care at another hospital,2287
Contra Costa,2012,Acute Care within the admitting hospital,121
Contra Costa,2012,Died,2022
Contra Costa,2012,Home Health Service,11309
Contra Costa,2012,Invalid,4
Contra Costa,2012,Left Against Medical Advice,973
Contra Costa,2012,Other,178
Contra Costa,2012,Other Care (not SN/IC) at another hospital,921
Contra Costa,2012,Other Care with the admitting hospital,477
Contra Costa,2012,Prison/Jail,142
Contra Costa,2012,Residential Care facility,1232
Contra Costa,2012,Routine (Home),73331
Contra Costa,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,114
Contra Costa,2012,SN/IC at another facility,9422
Contra Costa,2013,Acute Care at another hospital,2187
Contra Costa,2013,Acute Care within the admitting hospital,107
Contra Costa,2013,Died,1906
Contra Costa,2013,Home Health Service,10986
Contra Costa,2013,Invalid,7
Contra Costa,2013,Left Against Medical Advice,832
Contra Costa,2013,Other,190
Contra Costa,2013,Other Care (not SN/IC) at another hospital,848
Contra Costa,2013,Other Care with the admitting hospital,419
Contra Costa,2013,Prison/Jail,140
Contra Costa,2013,Residential Care facility,898
Contra Costa,2013,Routine (Home),72197
Contra Costa,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,118
Contra Costa,2013,SN/IC at another facility,9075
Contra Costa,2014,Acute Care at another hospital,2207
Contra Costa,2014,Acute Care within the admitting hospital,73
Contra Costa,2014,Died,1885
Contra Costa,2014,Home Health Service,13004
Contra Costa,2014,Invalid,12
Contra Costa,2014,Left Against Medical Advice,726
Contra Costa,2014,Other,251
Contra Costa,2014,Other Care (not SN/IC) at another hospital,938
Contra Costa,2014,Other Care with the admitting hospital,416
Contra Costa,2014,Prison/Jail,113
Contra Costa,2014,Residential Care facility,886
Contra Costa,2014,Routine (Home),69354
Contra Costa,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,54
Contra Costa,2014,SN/IC at another facility,8692
Contra Costa,2015,Acute Care,2270
Contra Costa,2015,Childrens_or_Cancer,83
Contra Costa,2015,Critical Access Hospital,21
Contra Costa,2015,Died,2130
Contra Costa,2015,Disaster_Care_Site,5
Contra Costa,2015,Home Health Service,15416
Contra Costa,2015,Hospice_Care,1403
Contra Costa,2015,Invalid or Blank,15
Contra Costa,2015,Left Against Medical Advice,961
Contra Costa,2015,Not_Defined_Elsewhere,179
Contra Costa,2015,Other,24
Contra Costa,2015,Prison/Jail,104
Contra Costa,2015,Psychiatric_Care,348
Contra Costa,2015,Rehab,764
Contra Costa,2015,Residential Care facility,378
Contra Costa,2015,Routine (Home),69290
Contra Costa,2015,Skilled Nursing/Intermediate Care (SN/IC),8856
Contra Costa,2016,Acute Care,2386
Contra Costa,2016,Childrens_or_Cancer,56
Contra Costa,2016,Critical Access Hospital,14
Contra Costa,2016,Died,1943
Contra Costa,2016,Disaster_Care_Site,5
Contra Costa,2016,Home Health Service,15835
Contra Costa,2016,Hospice_Care,1255
Contra Costa,2016,Invalid or Blank,3
Contra Costa,2016,Left Against Medical Advice,1012
Contra Costa,2016,Not_Defined_Elsewhere,188
Contra Costa,2016,Other,25
Contra Costa,2016,Prison/Jail,95
Contra Costa,2016,Psychiatric_Care,313
Contra Costa,2016,Rehab,744
Contra Costa,2016,Residential Care facility,240
Contra Costa,2016,Routine (Home),66093
Contra Costa,2016,Skilled Nursing/Intermediate Care (SN/IC),8540
Contra Costa,2017,Acute Care,2604
Contra Costa,2017,Childrens_or_Cancer,27
Contra Costa,2017,Critical Access Hospital,10
Contra Costa,2017,Died,2097
Contra Costa,2017,Disaster_Care_Site,1
Contra Costa,2017,Home Health Service,16779
Contra Costa,2017,Hospice_Care,1372
Contra Costa,2017,Invalid or Blank,3
Contra Costa,2017,Left Against Medical Advice,1004
Contra Costa,2017,Not_Defined_Elsewhere,121
Contra Costa,2017,Other,18
Contra Costa,2017,Prison/Jail,104
Contra Costa,2017,Psychiatric_Care,293
Contra Costa,2017,Rehab,752
Contra Costa,2017,Residential Care facility,322
Contra Costa,2017,Routine (Home),65451
Contra Costa,2017,Skilled Nursing/Intermediate Care (SN/IC),8724
Contra Costa,2018,Acute Care,2802
Contra Costa,2018,Childrens_or_Cancer,25
Contra Costa,2018,Critical Access Hospital,10
Contra Costa,2018,Died,1980
Contra Costa,2018,Home Health Service,16972
Contra Costa,2018,Hospice_Care,1288
Contra Costa,2018,Invalid or Blank,1
Contra Costa,2018,Left Against Medical Advice,957
Contra Costa,2018,Not_Defined_Elsewhere,72
Contra Costa,2018,Other,31
Contra Costa,2018,Prison/Jail,116
Contra Costa,2018,Psychiatric_Care,291
Contra Costa,2018,Rehab,848
Contra Costa,2018,Residential Care facility,454
Contra Costa,2018,Routine (Home),63117
Contra Costa,2018,Skilled Nursing/Intermediate Care (SN/IC),9000
Contra Costa,2019,Acute Care,2744
Contra Costa,2019,Childrens_or_Cancer,46
Contra Costa,2019,Critical Access Hospital,4
Contra Costa,2019,Died,2051
Contra Costa,2019,Disaster_Care_Site,4
Contra Costa,2019,Home Health Service,16822
Contra Costa,2019,Hospice_Care,1288
Contra Costa,2019,Invalid or Blank,1
Contra Costa,2019,Left Against Medical Advice,1010
Contra Costa,2019,Not_Defined_Elsewhere,53
Contra Costa,2019,Other,23
Contra Costa,2019,Prison/Jail,133
Contra Costa,2019,Psychiatric_Care,263
Contra Costa,2019,Rehab,800
Contra Costa,2019,Residential Care facility,570
Contra Costa,2019,Routine (Home),61721
Contra Costa,2019,Skilled Nursing/Intermediate Care (SN/IC),9353
Contra Costa,2020,Acute Care,2527
Contra Costa,2020,Childrens_or_Cancer,62
Contra Costa,2020,Critical Access Hospital,6
Contra Costa,2020,Died,2144
Contra Costa,2020,Disaster_Care_Site,1
Contra Costa,2020,Home Health Service,16103
Contra Costa,2020,Hospice_Care,1346
Contra Costa,2020,Left Against Medical Advice,981
Contra Costa,2020,Not_Defined_Elsewhere,46
Contra Costa,2020,Other,36
Contra Costa,2020,Prison/Jail,142
Contra Costa,2020,Psychiatric_Care,256
Contra Costa,2020,Rehab,689
Contra Costa,2020,Residential Care facility,401
Contra Costa,2020,Routine (Home),57055
Contra Costa,2020,Skilled Nursing/Intermediate Care (SN/IC),6562
Contra Costa,2021,Acute Care,2990
Contra Costa,2021,Childrens_or_Cancer,39
Contra Costa,2021,Critical Access Hospital,5
Contra Costa,2021,Died,2530
Contra Costa,2021,Home Health Service,17062
Contra Costa,2021,Hospice_Care,1490
Contra Costa,2021,Left Against Medical Advice,1139
Contra Costa,2021,Not_Defined_Elsewhere,66
Contra Costa,2021,Other,23
Contra Costa,2021,Prison/Jail,113
Contra Costa,2021,Psychiatric_Care,276
Contra Costa,2021,Rehab,714
Contra Costa,2021,Residential Care facility,359
Contra Costa,2021,Routine (Home),58693
Contra Costa,2021,Skilled Nursing/Intermediate Care (SN/IC),7640
Contra Costa,2022,Acute Care,2644
Contra Costa,2022,Childrens_or_Cancer,46
Contra Costa,2022,Critical Access Hospital,4
Contra Costa,2022,Died,2499
Contra Costa,2022,Home Health Service,17322
Contra Costa,2022,Hospice_Care,1452
Contra Costa,2022,Invalid or Blank,1
Contra Costa,2022,Left Against Medical Advice,1193
Contra Costa,2022,Not_Defined_Elsewhere,52
Contra Costa,2022,Other,76
Contra Costa,2022,Prison/Jail,138
Contra Costa,2022,Psychiatric_Care,295
Contra Costa,2022,Rehab,649
Contra Costa,2022,Residential Care facility,456
Contra Costa,2022,Routine (Home),58633
Contra Costa,2022,Skilled Nursing/Intermediate Care (SN/IC),8083
Contra Costa,2023,Acute Care,3153
Contra Costa,2023,Childrens_or_Cancer,57
Contra Costa,2023,Critical Access Hospital,6
Contra Costa,2023,Died,2279
Contra Costa,2023,Disaster_Care_Site,1
Contra Costa,2023,Home Health Service,17391
Contra Costa,2023,Hospice_Care,1398
Contra Costa,2023,Left Against Medical Advice,1556
Contra Costa,2023,Not_Defined_Elsewhere,95
Contra Costa,2023,Other,70
Contra Costa,2023,Prison/Jail,116
Contra Costa,2023,Psychiatric_Care,339
Contra Costa,2023,Rehab,698
Contra Costa,2023,Residential Care facility,544
Contra Costa,2023,Routine (Home),59198
Contra Costa,2023,Skilled Nursing/Intermediate Care (SN/IC),8883
Del Norte,2012,Acute Care at another hospital,82
Del Norte,2012,Acute Care within the admitting hospital,3
Del Norte,2012,Died,65
Del Norte,2012,Home Health Service,188
Del Norte,2012,Invalid,2
Del Norte,2012,Left Against Medical Advice,23
Del Norte,2012,Other,1
Del Norte,2012,Other Care (not SN/IC) at another hospital,11
Del Norte,2012,Other Care with the admitting hospital,7
Del Norte,2012,Prison/Jail,15
Del Norte,2012,Residential Care facility,6
Del Norte,2012,Routine (Home),1858
Del Norte,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,7
Del Norte,2012,SN/IC at another facility,195
Del Norte,2013,Acute Care at another hospital,99
Del Norte,2013,Died,64
Del Norte,2013,Home Health Service,271
Del Norte,2013,Left Against Medical Advice,23
Del Norte,2013,Other,1
Del Norte,2013,Other Care (not SN/IC) at another hospital,20
Del Norte,2013,Other Care with the admitting hospital,7
Del Norte,2013,Prison/Jail,29
Del Norte,2013,Residential Care facility,2
Del Norte,2013,Routine (Home),1753
Del Norte,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,2
Del Norte,2013,SN/IC at another facility,200
Del Norte,2014,Acute Care at another hospital,108
Del Norte,2014,Acute Care within the admitting hospital,3
Del Norte,2014,Died,73
Del Norte,2014,Home Health Service,252
Del Norte,2014,Invalid,1
Del Norte,2014,Left Against Medical Advice,18
Del Norte,2014,Other,4
Del Norte,2014,Other Care (not SN/IC) at another hospital,28
Del Norte,2014,Other Care with the admitting hospital,7
Del Norte,2014,Prison/Jail,18
Del Norte,2014,Residential Care facility,6
Del Norte,2014,Routine (Home),1735
Del Norte,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,1
Del Norte,2014,SN/IC at another facility,193
Del Norte,2015,Acute Care,121
Del Norte,2015,Childrens_or_Cancer,3
Del Norte,2015,Critical Access Hospital,1
Del Norte,2015,Died,70
Del Norte,2015,Home Health Service,241
Del Norte,2015,Hospice_Care,6
Del Norte,2015,Invalid or Blank,1
Del Norte,2015,Left Against Medical Advice,48
Del Norte,2015,Not_Defined_Elsewhere,2
Del Norte,2015,Prison/Jail,12
Del Norte,2015,Psychiatric_Care,2
Del Norte,2015,Rehab,24
Del Norte,2015,Residential Care facility,1
Del Norte,2015,Routine (Home),1531
Del Norte,2015,Skilled Nursing/Intermediate Care (SN/IC),180
Del Norte,2016,Acute Care,117
Del Norte,2016,Critical Access Hospital,3
Del Norte,2016,Died,54
Del Norte,2016,Home Health Service,229
Del Norte,2016,Hospice_Care,9
Del Norte,2016,Left Against Medical Advice,58
Del Norte,2016,Not_Defined_Elsewhere,2
Del Norte,2016,Prison/Jail,10
Del Norte,2016,Psychiatric_Care,8
Del Norte,2016,Rehab,42
Del Norte,2016,Residential Care facility,5
Del Norte,2016,Routine (Home),1720
Del Norte,2016,Skilled Nursing/Intermediate Care (SN/IC),137
Del Norte,2017,Acute Care,112
Del Norte,2017,Critical Access Hospital,2
Del Norte,2017,Died,63
Del Norte,2017,Home Health Service,271
Del Norte,2017,Hospice_Care,19
Del Norte,2017,Left Against Medical Advice,53
