patcnty1,dsch_yr,srcsite1,Discharges,AnnotationCode,AnnotationDesc
Colusa,2013,Ambulatory Surgery,15,,
Colusa,2013,Home,1555,,
Colusa,2013,Newborn (born in admitting hospital),305,,
Colusa,2013,Other,115,,
Colusa,2013,Other Inpatient Hospital Care,4,,
Colusa,2013,Residential Care Facility,3,,
Colusa,2013,Skilled Nursing/Intermediate Care,26,,
Colusa,2014,Acute Inpatient Hospital Care,211,,
Colusa,2014,Ambulatory Surgery,4,,
Colusa,2014,Home,1518,,
Colusa,2014,Newborn (born in admitting hospital),288,,
Colusa,2014,Other,132,,
Colusa,2014,Other Inpatient Hospital Care,4,,
Colusa,2014,Residential Care Facility,2,,
Colusa,2014,Skilled Nursing/Intermediate Care,36,,
Colusa,2015,Acute Inpatient Hospital Care,209,,
Colusa,2015,Ambulatory Surgery,6,,
Colusa,2015,Home,1453,,
Colusa,2015,Newborn (born in admitting hospital),293,,
Colusa,2015,Other,171,,
Colusa,2015,Other Inpatient Hospital Care,4,,
Colusa,2015,Residential Care Facility,4,,
Colusa,2015,Skilled Nursing/Intermediate Care,20,,
Colusa,2016,Acute Inpatient Hospital Care,108,,
Colusa,2016,Ambulatory Surgery,5,,
Colusa,2016,Home,1489,,
Colusa,2016,Newborn (born in admitting hospital),316,,
Colusa,2016,Other,84,,
Colusa,2016,Other Inpatient Hospital Care,17,,
Colusa,2016,Prison/Jail,2,,
Colusa,2016,Residential Care Facility,7,,
Colusa,2016,Skilled Nursing/Intermediate Care,24,,
Colusa,2017,Clinic or physicians' office,43,,
Colusa,2017,Newborn (born in admitting hospital),294,,
Colusa,2017,Newborn (born outside of hospital),1,,
Colusa,2017,Non-health care facility,1457,,
Colusa,2017,SNF/ICF/ALF,33,,
Colusa,2017,Transfer from a different hospital,188,,
Colusa,2017,Transfer from ambulatory surgery,1,,
Colusa,2017,Transfer from another health care facility,10,,
Colusa,2017,Transfer from one distinct unit to another,4,,
Colusa,2018,Clinic or physicians' office,39,,
Colusa,2018,Court/Law Enforcement,4,,
Colusa,2018,Information not available/Unknown,1,,
Colusa,2018,Newborn (born in admitting hospital),272,,
Colusa,2018,Non-health care facility,1699,,
Colusa,2018,SNF/ICF/ALF,33,,
Colusa,2018,Transfer from a different hospital,279,,
Colusa,2018,Transfer from ambulatory surgery,4,,
Colusa,2018,Transfer from another health care facility,11,,
Colusa,2018,Transfer from one distinct unit to another,25,,
Colusa,2019,Clinic or physicians' office,44,,
Colusa,2019,Newborn (born in admitting hospital),250,,
Colusa,2019,Newborn (born outside of hospital),3,,
Colusa,2019,Non-health care facility,1628,,
Colusa,2019,SNF/ICF/ALF,26,,
Colusa,2019,Transfer from a different hospital,288,,
Colusa,2019,Transfer from another health care facility,7,,
Colusa,2019,Transfer from one distinct unit to another,49,,
Colusa,2020,Clinic or physicians' office,29,,
Colusa,2020,Court/Law Enforcement,2,,
Colusa,2020,Newborn (born in admitting hospital),289,,
Colusa,2020,Newborn (born outside of hospital),3,,
Colusa,2020,Non-health care facility,1452,,
Colusa,2020,SNF/ICF/ALF,20,,
Colusa,2020,Transfer from a different hospital,302,,
Colusa,2020,Transfer from ambulatory surgery,2,,
Colusa,2020,Transfer from another health care facility,7,,
Colusa,2020,Transfer from one distinct unit to another,66,,
Colusa,2021,Clinic or physicians' office,41,,
Colusa,2021,Court/Law Enforcement,2,,
Colusa,2021,Information not available/Unknown,2,,
Colusa,2021,Newborn (born in admitting hospital),279,,
Colusa,2021,Non-health care facility,1555,,
Colusa,2021,SNF/ICF/ALF,5,,
Colusa,2021,Transfer from a different hospital,315,,
Colusa,2021,Transfer from ambulatory surgery,2,,
Colusa,2021,Transfer from another health care facility,9,,
Colusa,2021,Transfer from one distinct unit to another,77,,
Colusa,2022,Clinic or physicians' office,30,,
Colusa,2022,Court/Law Enforcement,,2,Cells suppressed for complementary cell
Colusa,2022,Information not available/Unknown,1,,
Colusa,2022,Newborn (born in admitting hospital),289,,
Colusa,2022,Newborn (born outside of hospital),,1,Cell suppressed for small numbers
Colusa,2022,Non-health care facility,1395,,
Colusa,2022,SNF/ICF/ALF,11,,
Colusa,2022,Transfer from a different hospital,275,,
Colusa,2022,Transfer from ambulatory surgery,1,,
Colusa,2022,Transfer from another health care facility,11,,
Colusa,2022,Transfer from one distinct unit to another,91,,
Colusa,2023,Clinic or physicians' office,64,,
Colusa,2023,Information not available/Unknown,1,,
Colusa,2023,Newborn (born in admitting hospital),246,,
Colusa,2023,Newborn (born outside of hospital),,1,Cell suppressed for small numbers
Colusa,2023,"Newborn, Illogical Point of Origin",,1,Cell suppressed for small numbers
Colusa,2023,Non-health care facility,1596,,
Colusa,2023,SNF/ICF/ALF,16,,
Colusa,2023,Transfer from a different hospital,320,,
Colusa,2023,Transfer from ambulatory surgery,2,,
Colusa,2023,Transfer from another health care facility,11,,
Colusa,2023,Transfer from one distinct unit to another,44,,
Contra Costa,2012,Acute Inpatient Hospital Care,3915,,
Contra Costa,2012,Ambulatory Surgery,1054,,
Contra Costa,2012,Home,78082,,
Contra Costa,2012,Newborn (born in admitting hospital),11835,,
Contra Costa,2012,Other,2981,,
Contra Costa,2012,Other Inpatient Hospital Care,394,,
Contra Costa,2012,Prison/Jail,132,,
Contra Costa,2012,Residential Care Facility,1817,,
Contra Costa,2012,Skilled Nursing/Intermediate Care,2323,,
Contra Costa,2013,Acute Inpatient Hospital Care,3527,,
Contra Costa,2013,Ambulatory Surgery,941,,
Contra Costa,2013,Home,76535,,
Contra Costa,2013,Newborn (born in admitting hospital),11926,,
Contra Costa,2013,Other,3073,,
Contra Costa,2013,Other Inpatient Hospital Care,333,,
Contra Costa,2013,Prison/Jail,111,,
Contra Costa,2013,Residential Care Facility,1537,,
Contra Costa,2013,Skilled Nursing/Intermediate Care,1927,,
Contra Costa,2014,Acute Inpatient Hospital Care,3665,,
Contra Costa,2014,Ambulatory Surgery,610,,
Contra Costa,2014,Home,74886,,
Contra Costa,2014,Invalid,3,,
Contra Costa,2014,Newborn (born in admitting hospital),12117,,
Contra Costa,2014,Other,3858,,
Contra Costa,2014,Other Inpatient Hospital Care,327,,
Contra Costa,2014,Prison/Jail,84,,
Contra Costa,2014,Residential Care Facility,1347,,
Contra Costa,2014,Skilled Nursing/Intermediate Care,1714,,
Contra Costa,2015,Acute Inpatient Hospital Care,3522,,
Contra Costa,2015,Ambulatory Surgery,572,,
Contra Costa,2015,Home,77632,,
Contra Costa,2015,Newborn (born in admitting hospital),12398,,
Contra Costa,2015,Other,4310,,
Contra Costa,2015,Other Inpatient Hospital Care,317,,
Contra Costa,2015,Prison/Jail,67,,
Contra Costa,2015,Residential Care Facility,1631,,
Contra Costa,2015,Skilled Nursing/Intermediate Care,1798,,
Contra Costa,2016,Acute Inpatient Hospital Care,3553,,
Contra Costa,2016,Ambulatory Surgery,538,,
Contra Costa,2016,Home,75176,,
Contra Costa,2016,Invalid,12,,
Contra Costa,2016,Newborn (born in admitting hospital),12166,,
Contra Costa,2016,Other,4095,,
Contra Costa,2016,Other Inpatient Hospital Care,325,,
Contra Costa,2016,Prison/Jail,77,,
Contra Costa,2016,Residential Care Facility,1332,,
Contra Costa,2016,Skilled Nursing/Intermediate Care,1473,,
Contra Costa,2017,Clinic or physicians' office,4083,,
Contra Costa,2017,Court/Law Enforcement,78,,
Contra Costa,2017,Information not available/Unknown,119,,
Contra Costa,2017,Newborn (born in admitting hospital),11983,,
Contra Costa,2017,Newborn (born outside of hospital),20,,
Contra Costa,2017,"Newborn, Illogical Point of Origin",16,,
Contra Costa,2017,Non-health care facility,71786,,
Contra Costa,2017,SNF/ICF/ALF,2415,,
Contra Costa,2017,Transfer from a different hospital,7860,,
Contra Costa,2017,Transfer from ambulatory surgery,39,,
Contra Costa,2017,Transfer from another health care facility,684,,
Contra Costa,2017,Transfer from hospice facility,3,,
Contra Costa,2017,Transfer from one distinct unit to another,596,,
Contra Costa,2018,Clinic or physicians' office,3632,,
Contra Costa,2018,Court/Law Enforcement,80,,
Contra Costa,2018,Information not available/Unknown,91,,
Contra Costa,2018,Newborn (born in admitting hospital),11807,,
Contra Costa,2018,Newborn (born outside of hospital),19,,
Contra Costa,2018,"Newborn, Illogical Point of Origin",4,,
Contra Costa,2018,Non-health care facility,69518,,
Contra Costa,2018,SNF/ICF/ALF,2576,,
Contra Costa,2018,Transfer from a different hospital,8803,,
Contra Costa,2018,Transfer from ambulatory surgery,40,,
Contra Costa,2018,Transfer from another health care facility,815,,
Contra Costa,2018,Transfer from hospice facility,3,,
Contra Costa,2018,Transfer from one distinct unit to another,576,,
Contra Costa,2019,Clinic or physicians' office,3258,,
Contra Costa,2019,Court/Law Enforcement,96,,
Contra Costa,2019,Information not available/Unknown,61,,
Contra Costa,2019,Newborn (born in admitting hospital),11526,,
Contra Costa,2019,Newborn (born outside of hospital),30,,
Contra Costa,2019,"Newborn, Illogical Point of Origin",13,,
Contra Costa,2019,Non-health care facility,69349,,
Contra Costa,2019,SNF/ICF/ALF,2441,,
Contra Costa,2019,Transfer from a different hospital,8811,,
Contra Costa,2019,Transfer from ambulatory surgery,28,,
Contra Costa,2019,Transfer from another health care facility,707,,
Contra Costa,2019,Transfer from hospice facility,2,,
Contra Costa,2019,Transfer from one distinct unit to another,564,,
Contra Costa,2020,Clinic or physicians' office,2875,,
Contra Costa,2020,Court/Law Enforcement,81,,
Contra Costa,2020,Information not available/Unknown,65,,
Contra Costa,2020,Newborn (born in admitting hospital),11554,,
Contra Costa,2020,Newborn (born outside of hospital),29,,
Contra Costa,2020,"Newborn, Illogical Point of Origin",7,,
Contra Costa,2020,Non-health care facility,62783,,
Contra Costa,2020,SNF/ICF/ALF,1884,,
Contra Costa,2020,Transfer from a different hospital,8032,,
Contra Costa,2020,Transfer from ambulatory surgery,17,,
Contra Costa,2020,Transfer from another health care facility,520,,
Contra Costa,2020,Transfer from hospice facility,6,,
Contra Costa,2020,Transfer from one distinct unit to another,504,,
Contra Costa,2021,Clinic or physicians' office,2577,,
Contra Costa,2021,Court/Law Enforcement,46,,
Contra Costa,2021,Designated Disaster Alternative Care Site,1,,
Contra Costa,2021,Information not available/Unknown,79,,
Contra Costa,2021,Newborn (born in admitting hospital),11698,,
Contra Costa,2021,Newborn (born outside of hospital),25,,
Contra Costa,2021,"Newborn, Illogical Point of Origin",7,,
Contra Costa,2021,Non-health care facility,67447,,
Contra Costa,2021,SNF/ICF/ALF,1962,,
Contra Costa,2021,Transfer from a different hospital,8196,,
Contra Costa,2021,Transfer from ambulatory surgery,17,,
Contra Costa,2021,Transfer from another health care facility,576,,
Contra Costa,2021,Transfer from hospice facility,3,,
Contra Costa,2021,Transfer from one distinct unit to another,505,,
Contra Costa,2022,Clinic or physicians' office,2788,,
Contra Costa,2022,Court/Law Enforcement,30,,
Contra Costa,2022,Designated Disaster Alternative Care Site,1,,
Contra Costa,2022,Information not available/Unknown,134,,
Contra Costa,2022,Newborn (born in admitting hospital),11318,,
Contra Costa,2022,Newborn (born outside of hospital),27,,
Contra Costa,2022,"Newborn, Illogical Point of Origin",6,,
Contra Costa,2022,Non-health care facility,68311,,
Contra Costa,2022,SNF/ICF/ALF,1936,,
Contra Costa,2022,Transfer from a different hospital,7855,,
Contra Costa,2022,Transfer from ambulatory surgery,19,,
Contra Costa,2022,Transfer from another health care facility,658,,
Contra Costa,2022,Transfer from hospice facility,5,,
Contra Costa,2022,Transfer from one distinct unit to another,455,,
Contra Costa,2023,Clinic or physicians' office,3222,,
Contra Costa,2023,Court/Law Enforcement,28,,
Contra Costa,2023,Designated Disaster Alternative Care Site,1,,
Contra Costa,2023,Information not available/Unknown,185,,
Contra Costa,2023,Newborn (born in admitting hospital),10928,,
Contra Costa,2023,Newborn (born outside of hospital),20,,
Contra Costa,2023,"Newborn, Illogical Point of Origin",9,,
Contra Costa,2023,Non-health care facility,67859,,
Contra Costa,2023,SNF/ICF/ALF,1890,,
Contra Costa,2023,Transfer from a different hospital,9920,,
Contra Costa,2023,Transfer from ambulatory surgery,18,,
Contra Costa,2023,Transfer from another health care facility,731,,
Contra Costa,2023,Transfer from hospice facility,5,,
Contra Costa,2023,Transfer from one distinct unit to another,968,,
Del Norte,2012,Acute Inpatient Hospital Care,102,,
Del Norte,2012,Ambulatory Surgery,17,,
Del Norte,2012,Home,1907,,
Del Norte,2012,Newborn (born in admitting hospital),293,,
Del Norte,2012,Other,50,,
Del Norte,2012,Other Inpatient Hospital Care,11,,
Del Norte,2012,Prison/Jail,13,,
Del Norte,2012,Residential Care Facility,3,,
Del Norte,2012,Skilled Nursing/Intermediate Care,67,,
Del Norte,2013,Acute Inpatient Hospital Care,85,,
Del Norte,2013,Ambulatory Surgery,8,,
Del Norte,2013,Home,1947,,
Del Norte,2013,Newborn (born in admitting hospital),298,,
Del Norte,2013,Other,56,,
Del Norte,2013,Other Inpatient Hospital Care,3,,
Del Norte,2013,Prison/Jail,23,,
Del Norte,2013,Residential Care Facility,3,,
Del Norte,2013,Skilled Nursing/Intermediate Care,48,,
Del Norte,2014,Acute Inpatient Hospital Care,80,,
Del Norte,2014,Ambulatory Surgery,9,,
Del Norte,2014,Home,1864,,
Del Norte,2014,Newborn (born in admitting hospital),297,,
Del Norte,2014,Other,103,,
Del Norte,2014,Other Inpatient Hospital Care,13,,
Del Norte,2014,Prison/Jail,12,,
Del Norte,2014,Residential Care Facility,4,,
Del Norte,2014,Skilled Nursing/Intermediate Care,65,,
Del Norte,2015,Acute Inpatient Hospital Care,93,,
Del Norte,2015,Ambulatory Surgery,1,,
Del Norte,2015,Home,1688,,
Del Norte,2015,Newborn (born in admitting hospital),274,,
Del Norte,2015,Other,147,,
Del Norte,2015,Other Inpatient Hospital Care,11,,
Del Norte,2015,Prison/Jail,8,,
Del Norte,2015,Residential Care Facility,4,,
Del Norte,2015,Skilled Nursing/Intermediate Care,17,,
Del Norte,2016,Acute Inpatient Hospital Care,133,,
Del Norte,2016,Ambulatory Surgery,7,,
Del Norte,2016,Home,1754,,
Del Norte,2016,Newborn (born in admitting hospital),282,,
Del Norte,2016,Other,143,,
Del Norte,2016,Other Inpatient Hospital Care,15,,
Del Norte,2016,Prison/Jail,6,,
Del Norte,2016,Residential Care Facility,13,,
Del Norte,2016,Skilled Nursing/Intermediate Care,41,,
Del Norte,2017,Clinic or physicians' office,59,,
Del Norte,2017,Court/Law Enforcement,14,,
Del Norte,2017,Information not available/Unknown,2,,
Del Norte,2017,Newborn (born in admitting hospital),241,,
Del Norte,2017,Newborn (born outside of hospital),1,,
Del Norte,2017,Non-health care facility,1700,,
Del Norte,2017,SNF/ICF/ALF,90,,
Del Norte,2017,Transfer from a different hospital,281,,
Del Norte,2017,Transfer from ambulatory surgery,1,,
Del Norte,2017,Transfer from another health care facility,19,,
Del Norte,2017,Transfer from one distinct unit to another,48,,
Del Norte,2018,Clinic or physicians' office,44,,
Del Norte,2018,Court/Law Enforcement,21,,
Del Norte,2018,Newborn (born in admitting hospital),249,,
Del Norte,2018,Non-health care facility,1750,,
Del Norte,2018,SNF/ICF/ALF,68,,
Del Norte,2018,Transfer from a different hospital,290,,
Del Norte,2018,Transfer from ambulatory surgery,2,,
Del Norte,2018,Transfer from another health care facility,12,,
Del Norte,2018,Transfer from one distinct unit to another,87,,
Del Norte,2019,Clinic or physicians' office,70,,
Del Norte,2019,Court/Law Enforcement,15,,
Del Norte,2019,Information not available/Unknown,5,,
Del Norte,2019,Newborn (born in admitting hospital),235,,
Del Norte,2019,Newborn (born outside of hospital),1,,
Del Norte,2019,"Newborn, Illogical Point of Origin",1,,
Del Norte,2019,Non-health care facility,1767,,
Del Norte,2019,SNF/ICF/ALF,74,,
Del Norte,2019,Transfer from a different hospital,323,,
Del Norte,2019,Transfer from another health care facility,5,,
Del Norte,2019,Transfer from one distinct unit to another,96,,
Del Norte,2020,Clinic or physicians' office,54,,
Del Norte,2020,Court/Law Enforcement,16,,
Del Norte,2020,Information not available/Unknown,3,,
Del Norte,2020,Newborn (born in admitting hospital),218,,
Del Norte,2020,Newborn (born outside of hospital),1,,
Del Norte,2020,Non-health care facility,1560,,
Del Norte,2020,SNF/ICF/ALF,38,,
Del Norte,2020,Transfer from a different hospital,327,,
Del Norte,2020,Transfer from another health care facility,11,,
Del Norte,2020,Transfer from one distinct unit to another,90,,
Del Norte,2021,Clinic or physicians' office,49,,
