patcnty1,dsch_yr,typcare1,Discharges
San Mateo,2016,Acute Care,52981
San Mateo,2016,Chemical Dependency Recovery Care,25
San Mateo,2016,Physical Rehabilitation Care,353
San Mateo,2016,Psychiatric Care,2897
San Mateo,2016,Skilled Nursing/Intermediate Care,437
San Mateo,2017,Acute Care,52739
San Mateo,2017,Chemical Dependency Recovery Care,40
San Mateo,2017,Physical Rehabilitation Care,373
San Mateo,2017,Psychiatric Care,2934
San Mateo,2017,Skilled Nursing/Intermediate Care,348
San Mateo,2018,Acute Care,51150
San Mateo,2018,Chemical Dependency Recovery Care,38
San Mateo,2018,Physical Rehabilitation Care,394
San Mateo,2018,Psychiatric Care,2924
San Mateo,2018,Skilled Nursing/Intermediate Care,428
San Mateo,2019,Acute Care,50954
San Mateo,2019,Chemical Dependency Recovery Care,45
San Mateo,2019,Physical Rehabilitation Care,423
San Mateo,2019,Psychiatric Care,2640
San Mateo,2019,Skilled Nursing/Intermediate Care,692
San Mateo,2020,Acute Care,45837
San Mateo,2020,Chemical Dependency Recovery Care,58
San Mateo,2020,Physical Rehabilitation Care,354
San Mateo,2020,Psychiatric Care,2190
San Mateo,2020,Skilled Nursing/Intermediate Care,515
San Mateo,2021,Acute Care,46811
San Mateo,2021,Chemical Dependency Recovery Care,81
San Mateo,2021,Physical Rehabilitation Care,334
San Mateo,2021,Psychiatric Care,1923
San Mateo,2021,Skilled Nursing/Intermediate Care,434
San Mateo,2022,Acute Care,48436
San Mateo,2022,Chemical Dependency Recovery Care,97
San Mateo,2022,Invalid/Blank,1
San Mateo,2022,Physical Rehabilitation Care,327
San Mateo,2022,Psychiatric Care,1867
San Mateo,2022,Skilled Nursing/Intermediate Care,314
San Mateo,2023,Acute Care,49989
San Mateo,2023,Chemical Dependency Recovery Care,56
San Mateo,2023,Invalid/Blank,3
San Mateo,2023,Physical Rehabilitation Care,358
San Mateo,2023,Psychiatric Care,1693
San Mateo,2023,Skilled Nursing/Intermediate Care,294
Santa Barbara,2012,Acute Care,34996
Santa Barbara,2012,Chemical Dependency Recovery Care,31
Santa Barbara,2012,Physical Rehabilitation Care,671
Santa Barbara,2012,Psychiatric Care,1937
Santa Barbara,2012,Skilled Nursing/Intermediate Care,776
Santa Barbara,2013,Acute Care,35329
Santa Barbara,2013,Chemical Dependency Recovery Care,28
Santa Barbara,2013,Physical Rehabilitation Care,717
Santa Barbara,2013,Psychiatric Care,2167
Santa Barbara,2013,Skilled Nursing/Intermediate Care,708
Santa Barbara,2014,Acute Care,35762
Santa Barbara,2014,Chemical Dependency Recovery Care,31
Santa Barbara,2014,Physical Rehabilitation Care,696
Santa Barbara,2014,Psychiatric Care,2393
Santa Barbara,2014,Skilled Nursing/Intermediate Care,698
Santa Barbara,2015,Acute Care,35928
Santa Barbara,2015,Chemical Dependency Recovery Care,129
Santa Barbara,2015,Physical Rehabilitation Care,683
Santa Barbara,2015,Psychiatric Care,2313
Santa Barbara,2015,Skilled Nursing/Intermediate Care,640
Santa Barbara,2016,Acute Care,35751
Santa Barbara,2016,Chemical Dependency Recovery Care,119
Santa Barbara,2016,Physical Rehabilitation Care,723
Santa Barbara,2016,Psychiatric Care,2052
Santa Barbara,2016,Skilled Nursing/Intermediate Care,647
Santa Barbara,2017,Acute Care,35946
Santa Barbara,2017,Chemical Dependency Recovery Care,82
Santa Barbara,2017,Physical Rehabilitation Care,752
Santa Barbara,2017,Psychiatric Care,2150
Santa Barbara,2017,Skilled Nursing/Intermediate Care,667
Santa Barbara,2018,Acute Care,35263
Santa Barbara,2018,Chemical Dependency Recovery Care,30
Santa Barbara,2018,Physical Rehabilitation Care,730
Santa Barbara,2018,Psychiatric Care,1819
Santa Barbara,2018,Skilled Nursing/Intermediate Care,751
Santa Barbara,2019,Acute Care,36576
Santa Barbara,2019,Chemical Dependency Recovery Care,23
Santa Barbara,2019,Physical Rehabilitation Care,823
Santa Barbara,2019,Psychiatric Care,1855
Santa Barbara,2019,Skilled Nursing/Intermediate Care,735
Santa Barbara,2020,Acute Care,33854
Santa Barbara,2020,Chemical Dependency Recovery Care,40
Santa Barbara,2020,Physical Rehabilitation Care,828
Santa Barbara,2020,Psychiatric Care,1576
Santa Barbara,2020,Skilled Nursing/Intermediate Care,651
Santa Barbara,2021,Acute Care,35151
Santa Barbara,2021,Chemical Dependency Recovery Care,46
Santa Barbara,2021,Physical Rehabilitation Care,766
Santa Barbara,2021,Psychiatric Care,1612
Santa Barbara,2021,Skilled Nursing/Intermediate Care,605
Santa Barbara,2022,Acute Care,36122
Santa Barbara,2022,Chemical Dependency Recovery Care,31
Santa Barbara,2022,Physical Rehabilitation Care,774
Santa Barbara,2022,Psychiatric Care,1432
Santa Barbara,2022,Skilled Nursing/Intermediate Care,621
Santa Barbara,2023,Acute Care,36385
Santa Barbara,2023,Chemical Dependency Recovery Care,30
Santa Barbara,2023,Invalid/Blank,1
Santa Barbara,2023,Physical Rehabilitation Care,781
Santa Barbara,2023,Psychiatric Care,1618
Santa Barbara,2023,Skilled Nursing/Intermediate Care,673
Santa Clara,2012,Acute Care,141629
Santa Clara,2012,Chemical Dependency Recovery Care,87
Santa Clara,2012,Physical Rehabilitation Care,1066
Santa Clara,2012,Psychiatric Care,6505
Santa Clara,2012,Skilled Nursing/Intermediate Care,111
Santa Clara,2013,Acute Care,140418
Santa Clara,2013,Chemical Dependency Recovery Care,78
Santa Clara,2013,Physical Rehabilitation Care,1081
Santa Clara,2013,Psychiatric Care,5998
Santa Clara,2013,Skilled Nursing/Intermediate Care,108
Santa Clara,2014,Acute Care,139024
Santa Clara,2014,Chemical Dependency Recovery Care,95
Santa Clara,2014,Invalid/Blank,8
Santa Clara,2014,Physical Rehabilitation Care,1204
Santa Clara,2014,Psychiatric Care,6253
Santa Clara,2014,Skilled Nursing/Intermediate Care,93
Santa Clara,2015,Acute Care,142413
Santa Clara,2015,Chemical Dependency Recovery Care,36
Santa Clara,2015,Physical Rehabilitation Care,1162
Santa Clara,2015,Psychiatric Care,5817
Santa Clara,2015,Skilled Nursing/Intermediate Care,77
Santa Clara,2016,Acute Care,139994
Santa Clara,2016,Chemical Dependency Recovery Care,30
Santa Clara,2016,Physical Rehabilitation Care,1161
Santa Clara,2016,Psychiatric Care,5359
Santa Clara,2016,Skilled Nursing/Intermediate Care,90
Santa Clara,2017,Acute Care,142265
Santa Clara,2017,Chemical Dependency Recovery Care,46
Santa Clara,2017,Physical Rehabilitation Care,1232
Santa Clara,2017,Psychiatric Care,4757
Santa Clara,2017,Skilled Nursing/Intermediate Care,88
Santa Clara,2018,Acute Care,136173
Santa Clara,2018,Chemical Dependency Recovery Care,29
Santa Clara,2018,Invalid/Blank,10
Santa Clara,2018,Physical Rehabilitation Care,1289
Santa Clara,2018,Psychiatric Care,4481
Santa Clara,2018,Skilled Nursing/Intermediate Care,62
Santa Clara,2019,Acute Care,135820
Santa Clara,2019,Chemical Dependency Recovery Care,39
Santa Clara,2019,Invalid/Blank,2
Santa Clara,2019,Physical Rehabilitation Care,1311
Santa Clara,2019,Psychiatric Care,4543
Santa Clara,2019,Skilled Nursing/Intermediate Care,72
Santa Clara,2020,Acute Care,122678
Santa Clara,2020,Chemical Dependency Recovery Care,49
Santa Clara,2020,Invalid/Blank,2
Santa Clara,2020,Physical Rehabilitation Care,1297
Santa Clara,2020,Psychiatric Care,4194
Santa Clara,2020,Skilled Nursing/Intermediate Care,116
Santa Clara,2021,Acute Care,128173
Santa Clara,2021,Chemical Dependency Recovery Care,79
Santa Clara,2021,Invalid/Blank,1
Santa Clara,2021,Physical Rehabilitation Care,1216
Santa Clara,2021,Psychiatric Care,4567
Santa Clara,2021,Skilled Nursing/Intermediate Care,81
Santa Clara,2022,Acute Care,132122
Santa Clara,2022,Chemical Dependency Recovery Care,44
Santa Clara,2022,Invalid/Blank,11
Santa Clara,2022,Physical Rehabilitation Care,1196
Santa Clara,2022,Psychiatric Care,4442
Santa Clara,2022,Skilled Nursing/Intermediate Care,78
Santa Clara,2023,Acute Care,137427
Santa Clara,2023,Chemical Dependency Recovery Care,37
Santa Clara,2023,Invalid/Blank,5
Santa Clara,2023,Physical Rehabilitation Care,1312
Santa Clara,2023,Psychiatric Care,4796
Santa Clara,2023,Skilled Nursing/Intermediate Care,89
Santa Cruz,2012,Acute Care,22120
Santa Cruz,2012,Chemical Dependency Recovery Care,24
Santa Cruz,2012,Physical Rehabilitation Care,456
Santa Cruz,2012,Psychiatric Care,1343
Santa Cruz,2012,Skilled Nursing/Intermediate Care,726
Santa Cruz,2013,Acute Care,20953
Santa Cruz,2013,Chemical Dependency Recovery Care,22
Santa Cruz,2013,Invalid/Blank,1
Santa Cruz,2013,Physical Rehabilitation Care,485
Santa Cruz,2013,Psychiatric Care,1278
Santa Cruz,2013,Skilled Nursing/Intermediate Care,191
Santa Cruz,2014,Acute Care,21484
Santa Cruz,2014,Chemical Dependency Recovery Care,17
Santa Cruz,2014,Physical Rehabilitation Care,553
Santa Cruz,2014,Psychiatric Care,1136
Santa Cruz,2014,Skilled Nursing/Intermediate Care,7
Santa Cruz,2015,Acute Care,21302
Santa Cruz,2015,Chemical Dependency Recovery Care,10
Santa Cruz,2015,Invalid/Blank,3
Santa Cruz,2015,Physical Rehabilitation Care,527
Santa Cruz,2015,Psychiatric Care,1123
Santa Cruz,2015,Skilled Nursing/Intermediate Care,5
Santa Cruz,2016,Acute Care,20859
Santa Cruz,2016,Chemical Dependency Recovery Care,15
Santa Cruz,2016,Physical Rehabilitation Care,510
Santa Cruz,2016,Psychiatric Care,1186
Santa Cruz,2016,Skilled Nursing/Intermediate Care,4
Santa Cruz,2017,Acute Care,20926
Santa Cruz,2017,Chemical Dependency Recovery Care,12
Santa Cruz,2017,Invalid/Blank,1
Santa Cruz,2017,Physical Rehabilitation Care,506
Santa Cruz,2017,Psychiatric Care,1243
Santa Cruz,2017,Skilled Nursing/Intermediate Care,14
Santa Cruz,2018,Acute Care,19769
Santa Cruz,2018,Chemical Dependency Recovery Care,12
Santa Cruz,2018,Invalid/Blank,7
Santa Cruz,2018,Physical Rehabilitation Care,522
Santa Cruz,2018,Psychiatric Care,1307
Santa Cruz,2018,Skilled Nursing/Intermediate Care,21
Santa Cruz,2019,Acute Care,20342
Santa Cruz,2019,Chemical Dependency Recovery Care,7
Santa Cruz,2019,Physical Rehabilitation Care,517
Santa Cruz,2019,Psychiatric Care,1137
Santa Cruz,2019,Skilled Nursing/Intermediate Care,14
Santa Cruz,2020,Acute Care,17981
Santa Cruz,2020,Chemical Dependency Recovery Care,14
Santa Cruz,2020,Physical Rehabilitation Care,625
Santa Cruz,2020,Psychiatric Care,1103
Santa Cruz,2020,Skilled Nursing/Intermediate Care,8
Santa Cruz,2021,Acute Care,19030
Santa Cruz,2021,Chemical Dependency Recovery Care,24
Santa Cruz,2021,Physical Rehabilitation Care,554
Santa Cruz,2021,Psychiatric Care,1146
Santa Cruz,2021,Skilled Nursing/Intermediate Care,9
Santa Cruz,2022,Acute Care,19104
Santa Cruz,2022,Chemical Dependency Recovery Care,19
Santa Cruz,2022,Physical Rehabilitation Care,493
Santa Cruz,2022,Psychiatric Care,1132
Santa Cruz,2022,Skilled Nursing/Intermediate Care,11
Santa Cruz,2023,Acute Care,20118
Santa Cruz,2023,Chemical Dependency Recovery Care,22
Santa Cruz,2023,Physical Rehabilitation Care,509
Santa Cruz,2023,Psychiatric Care,1243
Santa Cruz,2023,Skilled Nursing/Intermediate Care,8
Shasta,2012,Acute Care,21757
Shasta,2012,Chemical Dependency Recovery Care,6
Shasta,2012,Physical Rehabilitation Care,49
Shasta,2012,Psychiatric Care,744
Shasta,2012,Skilled Nursing/Intermediate Care,516
Shasta,2013,Acute Care,21523
Shasta,2013,Chemical Dependency Recovery Care,4
Shasta,2013,Physical Rehabilitation Care,38
Shasta,2013,Psychiatric Care,613
Shasta,2013,Skilled Nursing/Intermediate Care,530
Shasta,2014,Acute Care,21259
Shasta,2014,Chemical Dependency Recovery Care,3
Shasta,2014,Physical Rehabilitation Care,53
Shasta,2014,Psychiatric Care,801
Shasta,2014,Skilled Nursing/Intermediate Care,536
Shasta,2015,Acute Care,21146
Shasta,2015,Chemical Dependency Recovery Care,7
Shasta,2015,Physical Rehabilitation Care,48
Shasta,2015,Psychiatric Care,771
Shasta,2015,Skilled Nursing/Intermediate Care,451
Shasta,2016,Acute Care,21758
Shasta,2016,Chemical Dependency Recovery Care,9
Shasta,2016,Physical Rehabilitation Care,45
Shasta,2016,Psychiatric Care,909
Shasta,2016,Skilled Nursing/Intermediate Care,489
Shasta,2017,Acute Care,21875
Shasta,2017,Chemical Dependency Recovery Care,7
Shasta,2017,Physical Rehabilitation Care,53
Shasta,2017,Psychiatric Care,768
Shasta,2017,Skilled Nursing/Intermediate Care,546
Shasta,2018,Acute Care,21517
Shasta,2018,Chemical Dependency Recovery Care,7
Shasta,2018,Physical Rehabilitation Care,47
Shasta,2018,Psychiatric Care,758
Shasta,2018,Skilled Nursing/Intermediate Care,498
Shasta,2019,Acute Care,21035
Shasta,2019,Chemical Dependency Recovery Care,5
Shasta,2019,Invalid/Blank,3
Shasta,2019,Physical Rehabilitation Care,62
Shasta,2019,Psychiatric Care,803
Shasta,2019,Skilled Nursing/Intermediate Care,395
Shasta,2020,Acute Care,19582
Shasta,2020,Chemical Dependency Recovery Care,10
Shasta,2020,Physical Rehabilitation Care,55
Shasta,2020,Psychiatric Care,677
Shasta,2020,Skilled Nursing/Intermediate Care,353
Shasta,2021,Acute Care,19631
Shasta,2021,Chemical Dependency Recovery Care,6
Shasta,2021,Invalid/Blank,1
Shasta,2021,Physical Rehabilitation Care,51
Shasta,2021,Psychiatric Care,636
Shasta,2021,Skilled Nursing/Intermediate Care,348
Shasta,2022,Acute Care,19564
Shasta,2022,Chemical Dependency Recovery Care,13
Shasta,2022,Physical Rehabilitation Care,51
Shasta,2022,Psychiatric Care,614
Shasta,2022,Skilled Nursing/Intermediate Care,343
Shasta,2023,Acute Care,20606
Shasta,2023,Chemical Dependency Recovery Care,10
Shasta,2023,Physical Rehabilitation Care,301
Shasta,2023,Psychiatric Care,699
Shasta,2023,Skilled Nursing/Intermediate Care,379
Sierra,2012,Acute Care,178
Sierra,2012,Physical Rehabilitation Care,1
Sierra,2012,Psychiatric Care,8
Sierra,2012,Skilled Nursing/Intermediate Care,9
Sierra,2013,Acute Care,148
Sierra,2013,Chemical Dependency Recovery Care,2
Sierra,2013,Psychiatric Care,4
Sierra,2013,Skilled Nursing/Intermediate Care,13
Sierra,2014,Acute Care,177
Sierra,2014,Physical Rehabilitation Care,2
Sierra,2014,Psychiatric Care,8
Sierra,2014,Skilled Nursing/Intermediate Care,12
Sierra,2015,Acute Care,183
Sierra,2015,Physical Rehabilitation Care,2
Sierra,2015,Psychiatric Care,6
Sierra,2015,Skilled Nursing/Intermediate Care,15
Sierra,2016,Acute Care,180
Sierra,2016,Psychiatric Care,6
Sierra,2016,Skilled Nursing/Intermediate Care,17
Sierra,2017,Acute Care,175
Sierra,2017,Physical Rehabilitation Care,1
Sierra,2017,Psychiatric Care,12
Sierra,2017,Skilled Nursing/Intermediate Care,18
Sierra,2018,Acute Care,155
Sierra,2018,Physical Rehabilitation Care,1
Sierra,2018,Psychiatric Care,9
Sierra,2018,Skilled Nursing/Intermediate Care,22
Sierra,2019,Acute Care,174
Sierra,2019,Physical Rehabilitation Care,1
Sierra,2019,Psychiatric Care,7
Sierra,2019,Skilled Nursing/Intermediate Care,24
Sierra,2020,Acute Care,146
Sierra,2020,Chemical Dependency Recovery Care,1
Sierra,2020,Physical Rehabilitation Care,3
Sierra,2020,Psychiatric Care,8
Sierra,2020,Skilled Nursing/Intermediate Care,9
Sierra,2021,Acute Care,162
Sierra,2021,Physical Rehabilitation Care,1
Sierra,2021,Psychiatric Care,3
Sierra,2021,Skilled Nursing/Intermediate Care,19
Sierra,2022,Acute Care,124
Sierra,2022,Psychiatric Care,3
Sierra,2022,Skilled Nursing/Intermediate Care,20
Sierra,2023,Acute Care,128
Sierra,2023,Physical Rehabilitation Care,1
Sierra,2023,Psychiatric Care,4
Sierra,2023,Skilled Nursing/Intermediate Care,8
Siskiyou,2012,Acute Care,3708
Siskiyou,2012,Physical Rehabilitation Care,7
Siskiyou,2012,Psychiatric Care,115
Siskiyou,2012,Skilled Nursing/Intermediate Care,46
Siskiyou,2013,Acute Care,3779
Siskiyou,2013,Chemical Dependency Recovery Care,2
Siskiyou,2013,Physical Rehabilitation Care,10
Siskiyou,2013,Psychiatric Care,106
Siskiyou,2013,Skilled Nursing/Intermediate Care,44
Siskiyou,2014,Acute Care,3364
Siskiyou,2014,Chemical Dependency Recovery Care,2
Siskiyou,2014,Invalid/Blank,2
Siskiyou,2014,Physical Rehabilitation Care,16
Siskiyou,2014,Psychiatric Care,128
Siskiyou,2014,Skilled Nursing/Intermediate Care,42
Siskiyou,2015,Acute Care,3620
Siskiyou,2015,Physical Rehabilitation Care,11
Siskiyou,2015,Psychiatric Care,132
Siskiyou,2015,Skilled Nursing/Intermediate Care,35
Siskiyou,2016,Acute Care,3547
Siskiyou,2016,Physical Rehabilitation Care,11
Siskiyou,2016,Psychiatric Care,118
Siskiyou,2016,Skilled Nursing/Intermediate Care,30
Siskiyou,2017,Acute Care,3396
Siskiyou,2017,Chemical Dependency Recovery Care,1
Siskiyou,2017,Physical Rehabilitation Care,10
Siskiyou,2017,Psychiatric Care,122
Siskiyou,2017,Skilled Nursing/Intermediate Care,36
Siskiyou,2018,Acute Care,3260
Siskiyou,2018,Chemical Dependency Recovery Care,2
Siskiyou,2018,Physical Rehabilitation Care,15
Siskiyou,2018,Psychiatric Care,104
Siskiyou,2018,Skilled Nursing/Intermediate Care,34
Siskiyou,2019,Acute Care,3326
Siskiyou,2019,Chemical Dependency Recovery Care,1
Siskiyou,2019,Physical Rehabilitation Care,8
Siskiyou,2019,Psychiatric Care,90
Siskiyou,2019,Skilled Nursing/Intermediate Care,45
Siskiyou,2020,Acute Care,2976
Siskiyou,2020,Chemical Dependency Recovery Care,2
Siskiyou,2020,Physical Rehabilitation Care,19
Siskiyou,2020,Psychiatric Care,59
Siskiyou,2020,Skilled Nursing/Intermediate Care,31
Siskiyou,2021,Acute Care,3034
Siskiyou,2021,Chemical Dependency Recovery Care,1
Siskiyou,2021,Physical Rehabilitation Care,16
Siskiyou,2021,Psychiatric Care,66
Siskiyou,2021,Skilled Nursing/Intermediate Care,24
Siskiyou,2022,Acute Care,2969
Siskiyou,2022,Chemical Dependency Recovery Care,1
Siskiyou,2022,Physical Rehabilitation Care,12
Siskiyou,2022,Psychiatric Care,60
Siskiyou,2022,Skilled Nursing/Intermediate Care,20
Siskiyou,2023,Acute Care,3004
Siskiyou,2023,Chemical Dependency Recovery Care,2
Siskiyou,2023,Physical Rehabilitation Care,36
Siskiyou,2023,Psychiatric Care,83
Siskiyou,2023,Skilled Nursing/Intermediate Care,31
Solano,2012,Acute Care,36555
Solano,2012,Chemical Dependency Recovery Care,86
Solano,2012,Physical Rehabilitation Care,300
Solano,2012,Psychiatric Care,1391
Solano,2012,Skilled Nursing/Intermediate Care,46
Solano,2013,Acute Care,36799
Solano,2013,Chemical Dependency Recovery Care,94
Solano,2013,Physical Rehabilitation Care,282
Solano,2013,Psychiatric Care,1471
Solano,2013,Skilled Nursing/Intermediate Care,28
Solano,2014,Acute Care,35699
Solano,2014,Chemical Dependency Recovery Care,80
Solano,2014,Physical Rehabilitation Care,276
Solano,2014,Psychiatric Care,1504
Solano,2014,Skilled Nursing/Intermediate Care,19
Solano,2015,Acute Care,35650
Solano,2015,Chemical Dependency Recovery Care,85
Solano,2015,Physical Rehabilitation Care,312
Solano,2015,Psychiatric Care,1466
Solano,2015,Skilled Nursing/Intermediate Care,23
Solano,2016,Acute Care,37544
Solano,2016,Chemical Dependency Recovery Care,64
Solano,2016,Physical Rehabilitation Care,353
Solano,2016,Psychiatric Care,1567
Solano,2016,Skilled Nursing/Intermediate Care,22
Solano,2017,Acute Care,36368
Solano,2017,Chemical Dependency Recovery Care,70
Solano,2017,Physical Rehabilitation Care,317
Solano,2017,Psychiatric Care,1697
Solano,2017,Skilled Nursing/Intermediate Care,31
Solano,2018,Acute Care,35833
Solano,2018,Chemical Dependency Recovery Care,65
Solano,2018,Physical Rehabilitation Care,285
Solano,2018,Psychiatric Care,1655
Solano,2018,Skilled Nursing/Intermediate Care,5
Solano,2019,Acute Care,36634
Solano,2019,Chemical Dependency Recovery Care,29
Solano,2019,Physical Rehabilitation Care,308
Solano,2019,Psychiatric Care,1741
Solano,2019,Skilled Nursing/Intermediate Care,17
Solano,2020,Acute Care,32983
Solano,2020,Chemical Dependency Recovery Care,34
Solano,2020,Physical Rehabilitation Care,248
Solano,2020,Psychiatric Care,1577
Solano,2020,Skilled Nursing/Intermediate Care,14
Solano,2021,Acute Care,34247
Solano,2021,Chemical Dependency Recovery Care,15
Solano,2021,Physical Rehabilitation Care,281
Solano,2021,Psychiatric Care,1612
Solano,2021,Skilled Nursing/Intermediate Care,25
Solano,2022,Acute Care,33903
Solano,2022,Chemical Dependency Recovery Care,18
Solano,2022,Physical Rehabilitation Care,236
Solano,2022,Psychiatric Care,1553
Solano,2022,Skilled Nursing/Intermediate Care,14
Solano,2023,Acute Care,35372
Solano,2023,Chemical Dependency Recovery Care,12
Solano,2023,Physical Rehabilitation Care,308
Solano,2023,Psychiatric Care,1571
Solano,2023,Skilled Nursing/Intermediate Care,12
Sonoma,2012,Acute Care,39511
Sonoma,2012,Chemical Dependency Recovery Care,37
Sonoma,2012,Physical Rehabilitation Care,341
Sonoma,2012,Psychiatric Care,1474
Sonoma,2012,Skilled Nursing/Intermediate Care,590
Sonoma,2013,Acute Care,38232
Sonoma,2013,Chemical Dependency Recovery Care,42
Sonoma,2013,Invalid/Blank,2
Sonoma,2013,Physical Rehabilitation Care,306
Sonoma,2013,Psychiatric Care,1665
Sonoma,2013,Skilled Nursing/Intermediate Care,532
Sonoma,2014,Acute Care,38204
Sonoma,2014,Chemical Dependency Recovery Care,33
Sonoma,2014,Physical Rehabilitation Care,338
Sonoma,2014,Psychiatric Care,1770
Sonoma,2014,Skilled Nursing/Intermediate Care,483
Sonoma,2015,Acute Care,39272
Sonoma,2015,Chemical Dependency Recovery Care,28
Sonoma,2015,Physical Rehabilitation Care,318
Sonoma,2015,Psychiatric Care,1709
Sonoma,2015,Skilled Nursing/Intermediate Care,415
Sonoma,2016,Acute Care,40452
Sonoma,2016,Chemical Dependency Recovery Care,30
Sonoma,2016,Physical Rehabilitation Care,312
Sonoma,2016,Psychiatric Care,1890
Sonoma,2016,Skilled Nursing/Intermediate Care,432
Sonoma,2017,Acute Care,39604
Sonoma,2017,Chemical Dependency Recovery Care,30
Sonoma,2017,Invalid/Blank,1
Sonoma,2017,Physical Rehabilitation Care,342
Sonoma,2017,Psychiatric Care,1842
Sonoma,2017,Skilled Nursing/Intermediate Care,429
Sonoma,2018,Acute Care,39094
Sonoma,2018,Chemical Dependency Recovery Care,27
Sonoma,2018,Physical Rehabilitation Care,353
Sonoma,2018,Psychiatric Care,1954
Sonoma,2018,Skilled Nursing/Intermediate Care,376
Sonoma,2019,Acute Care,39272
Sonoma,2019,Chemical Dependency Recovery Care,26
Sonoma,2019,Physical Rehabilitation Care,324
Sonoma,2019,Psychiatric Care,1770
Sonoma,2019,Skilled Nursing/Intermediate Care,341
Sonoma,2020,Acute Care,35406
Sonoma,2020,Chemical Dependency Recovery Care,26
Sonoma,2020,Physical Rehabilitation Care,275
Sonoma,2020,Psychiatric Care,1802
Sonoma,2020,Skilled Nursing/Intermediate Care,182
Sonoma,2021,Acute Care,37251
Sonoma,2021,Chemical Dependency Recovery Care,17
Sonoma,2021,Physical Rehabilitation Care,289
Sonoma,2021,Psychiatric Care,1855
Sonoma,2021,Skilled Nursing/Intermediate Care,210
Sonoma,2022,Acute Care,38888
Sonoma,2022,Chemical Dependency Recovery Care,16
Sonoma,2022,Physical Rehabilitation Care,380
Sonoma,2022,Psychiatric Care,1702
Sonoma,2022,Skilled Nursing/Intermediate Care,193
Sonoma,2023,Acute Care,40591
Sonoma,2023,Chemical Dependency Recovery Care,19
Sonoma,2023,Physical Rehabilitation Care,345
Sonoma,2023,Psychiatric Care,2017
Sonoma,2023,Skilled Nursing/Intermediate Care,204
Stanislaus,2012,Acute Care,54342
Stanislaus,2012,Chemical Dependency Recovery Care,44
Stanislaus,2012,Physical Rehabilitation Care,117
Stanislaus,2012,Psychiatric Care,4601
Stanislaus,2012,Skilled Nursing/Intermediate Care,683
Stanislaus,2013,Acute Care,54021
Stanislaus,2013,Chemical Dependency Recovery Care,24
Stanislaus,2013,Physical Rehabilitation Care,147
Stanislaus,2013,Psychiatric Care,4533
Stanislaus,2013,Skilled Nursing/Intermediate Care,765
Stanislaus,2014,Acute Care,54373
Stanislaus,2014,Chemical Dependency Recovery Care,34
Stanislaus,2014,Physical Rehabilitation Care,143
Stanislaus,2014,Psychiatric Care,3634
Stanislaus,2014,Skilled Nursing/Intermediate Care,619
Stanislaus,2015,Acute Care,56231
Stanislaus,2015,Chemical Dependency Recovery Care,17
Stanislaus,2015,Physical Rehabilitation Care,151
Stanislaus,2015,Psychiatric Care,3720
Stanislaus,2015,Skilled Nursing/Intermediate Care,297
Stanislaus,2016,Acute Care,56350
Stanislaus,2016,Chemical Dependency Recovery Care,34
Stanislaus,2016,Physical Rehabilitation Care,189
Stanislaus,2016,Psychiatric Care,3779
Stanislaus,2016,Skilled Nursing/Intermediate Care,230
Stanislaus,2017,Acute Care,55545
Stanislaus,2017,Chemical Dependency Recovery Care,32
Stanislaus,2017,Physical Rehabilitation Care,527
Stanislaus,2017,Psychiatric Care,3451
Stanislaus,2017,Skilled Nursing/Intermediate Care,231
Stanislaus,2018,Acute Care,55263
Stanislaus,2018,Chemical Dependency Recovery Care,30
Stanislaus,2018,Physical Rehabilitation Care,579
Stanislaus,2018,Psychiatric Care,3240
Stanislaus,2018,Skilled Nursing/Intermediate Care,233
Stanislaus,2019,Acute Care,55969
Stanislaus,2019,Chemical Dependency Recovery Care,13
Stanislaus,2019,Physical Rehabilitation Care,499
Stanislaus,2019,Psychiatric Care,2963
Stanislaus,2019,Skilled Nursing/Intermediate Care,215
Stanislaus,2020,Acute Care,51544
Stanislaus,2020,Chemical Dependency Recovery Care,29
Stanislaus,2020,Physical Rehabilitation Care,465
Stanislaus,2020,Psychiatric Care,3096
Stanislaus,2020,Skilled Nursing/Intermediate Care,170
Stanislaus,2021,Acute Care,55000
Stanislaus,2021,Chemical Dependency Recovery Care,39
Stanislaus,2021,Physical Rehabilitation Care,493
Stanislaus,2021,Psychiatric Care,3248
Stanislaus,2021,Skilled Nursing/Intermediate Care,118
Stanislaus,2022,Acute Care,53639
Stanislaus,2022,Chemical Dependency Recovery Care,28
Stanislaus,2022,Physical Rehabilitation Care,539
Stanislaus,2022,Psychiatric Care,3085
Stanislaus,2022,Skilled Nursing/Intermediate Care,146
Stanislaus,2023,Acute Care,55185
Stanislaus,2023,Chemical Dependency Recovery Care,30
Stanislaus,2023,Physical Rehabilitation Care,605
Stanislaus,2023,Psychiatric Care,4227
Stanislaus,2023,Skilled Nursing/Intermediate Care,181
Sutter,2012,Acute Care,10256
Sutter,2012,Chemical Dependency Recovery Care,6
Sutter,2012,Physical Rehabilitation Care,47
Sutter,2012,Psychiatric Care,404
Sutter,2012,Skilled Nursing/Intermediate Care,20
Sutter,2013,Acute Care,10182
Sutter,2013,Chemical Dependency Recovery Care,5
Sutter,2013,Physical Rehabilitation Care,46
Sutter,2013,Psychiatric Care,374
Sutter,2013,Skilled Nursing/Intermediate Care,24
Sutter,2014,Acute Care,9654
Sutter,2014,Chemical Dependency Recovery Care,5
